x,alpha,beta,mu,delta,mpmath,scipy,gnp
-0.526315789473685,0.001,1e-06,-8.947368421052632,28.947789473684214,5.9255771974124327E-01,5.9255771974126226E-01,5.9255771974124327E-01
-0.526315789473685,0.001,1e-06,-8.947368421052632,31.579315789473686,5.8539867724529870E-01,5.8539867724536210E-01,5.8539867724529870E-01
-0.526315789473685,0.001,1e-06,-8.947368421052632,34.210842105263154,5.7927092836007643E-01,5.7927092836009919E-01,5.7927092836007632E-01
-0.526315789473685,0.001,1e-06,-8.947368421052632,36.84236842105263,5.7397010963692474E-01,5.7397010964596906E-01,5.7397010963692474E-01
-0.526315789473685,0.001,1e-06,-8.947368421052632,39.473894736842105,5.6934167004708958E-01,5.6934167004708280E-01,5.6934167004708969E-01
-0.526315789473685,0.001,1e-06,-8.947368421052632,42.10542105263158,5.6526679486690823E-01,5.6526679486690534E-01,5.6526679486690801E-01
-0.526315789473685,0.001,1e-06,-8.947368421052632,44.73694736842105,5.6165277582500828E-01,5.6165277582500828E-01,5.6165277582500817E-01
-0.526315789473685,0.001,1e-06,-8.947368421052632,47.36847368421052,5.5842629595690463E-01,5.5842629595690574E-01,5.5842629595690474E-01
-0.526315789473685,0.001,1e-06,-8.947368421052632,50.0,5.5552866264479395E-01,5.5552865398704643E-01,5.5552866264479361E-01
0.5263157894736832,0.001,1e-06,-8.947368421052632,0.001,9.9996688960823310E-01,1.4371362449036681E-06,9.9996688960823332E-01
0.5263157894736832,0.001,1e-06,-8.947368421052632,2.6325263157894736,9.1478859701722726E-01,9.1478859701734117E-01,9.1478859701722715E-01
0.5263157894736832,0.001,1e-06,-8.947368421052632,5.264052631578948,8.4029737294729900E-01,8.4029737294432705E-01,8.4029737294729889E-01
0.5263157894736832,0.001,1e-06,-8.947368421052632,7.8955789473684215,7.8097676552188400E-01,7.8097676552189932E-01,7.8097676552188411E-01
0.5263157894736832,0.001,1e-06,-8.947368421052632,10.527105263157894,7.3562288369065043E-01,7.3562288369064965E-01,7.3562288369065032E-01
0.5263157894736832,0.001,1e-06,-8.947368421052632,13.158631578947368,7.0113923451945537E-01,7.0113923451931659E-01,7.0113923451945537E-01
0.5263157894736832,0.001,1e-06,-8.947368421052632,15.790157894736842,6.7461756740586243E-01,6.7461756740589607E-01,6.7461756740586221E-01
0.5263157894736832,0.001,1e-06,-8.947368421052632,18.42168421052632,6.5385414940123510E-01,6.5385414940558995E-01,6.5385414940123521E-01
0.5263157894736832,0.001,1e-06,-8.947368421052632,21.05321052631579,6.3728831607751579E-01,6.3728831607751302E-01,6.3728831607751579E-01
0.5263157894736832,0.001,1e-06,-8.947368421052632,23.684736842105263,6.2383165771586879E-01,6.2383165771586868E-01,6.2383165771586890E-01
0.5263157894736832,0.001,1e-06,-8.947368421052632,26.31626315789474,6.1272071908658199E-01,6.1272071908658188E-01,6.1272071908658199E-01
0.5263157894736832,0.001,1e-06,-8.947368421052632,28.947789473684214,6.0341226486871991E-01,6.0341226486873889E-01,6.0341226486871991E-01
0.5263157894736832,0.001,1e-06,-8.947368421052632,31.579315789473686,5.9551300386662875E-01,5.9551300386669215E-01,5.9551300386662853E-01
0.5263157894736832,0.001,1e-06,-8.947368421052632,34.210842105263154,5.8873307598084779E-01,5.8873307598087055E-01,5.8873307598084779E-01
0.5263157894736832,0.001,1e-06,-8.947368421052632,36.84236842105263,5.8285513498597552E-01,5.8285513499503050E-01,5.8285513498597563E-01
0.5263157894736832,0.001,1e-06,-8.947368421052632,39.473894736842105,5.7771354900874439E-01,5.7771354900873750E-01,5.7771354900874450E-01
0.5263157894736832,0.001,1e-06,-8.947368421052632,42.10542105263158,5.7318019267758680E-01,5.7318019267758380E-01,5.7318019267758669E-01
0.5263157894736832,0.001,1e-06,-8.947368421052632,44.73694736842105,5.6915458260200646E-01,5.6915458260200646E-01,5.6915458260200635E-01
0.5263157894736832,0.001,1e-06,-8.947368421052632,47.36847368421052,5.6555691622535054E-01,5.6555691622535154E-01,5.6555691622535043E-01
0.5263157894736832,0.001,1e-06,-8.947368421052632,50.0,5.6232308183997903E-01,5.6232307317088648E-01,5.6232308183997892E-01
1.5789473684210513,0.001,1e-06,-8.947368421052632,0.001,9.9997024870798557E-01,3.4400508289658205E-03,9.9997024870798579E-01
1.5789473684210513,0.001,1e-06,-8.947368421052632,2.6325263157894736,9.2307670002492415E-01,9.2307670002503828E-01,9.2307670002492415E-01
1.5789473684210513,0.001,1e-06,-8.947368421052632,5.264052631578948,8.5419817307390722E-01,8.5419817307390566E-01,8.5419817307390722E-01
1.5789473684210513,0.001,1e-06,-8.947368421052632,7.8955789473684215,7.9740927314292886E-01,7.9740927314294396E-01,7.9740927314292898E-01
1.5789473684210513,0.001,1e-06,-8.947368421052632,10.527105263157894,7.5252918340462005E-01,7.5252918340461816E-01,7.5252918340462005E-01
1.5789473684210513,0.001,1e-06,-8.947368421052632,13.158631578947368,7.1748645376737763E-01,7.1748645376723852E-01,7.1748645376737763E-01
1.5789473684210513,0.001,1e-06,-8.947368421052632,15.790157894736842,6.8999231528227523E-01,6.8999231528230576E-01,6.8999231528227511E-01
1.5789473684210513,0.001,1e-06,-8.947368421052632,18.42168421052632,6.6814985786051928E-01,6.6814985786487979E-01,6.6814985786051917E-01
1.5789473684210513,0.001,1e-06,-8.947368421052632,21.05321052631579,6.5053376506729543E-01,6.5053376506729399E-01,6.5053376506729543E-01
1.5789473684210513,0.001,1e-06,-8.947368421052632,23.684736842105263,6.3610796158034355E-01,6.3610796158034266E-01,6.3610796158034366E-01
1.5789473684210513,0.001,1e-06,-8.947368421052632,26.31626315789474,6.2412357326467127E-01,6.2412357326467072E-01,6.2412357326467127E-01
1.5789473684210513,0.001,1e-06,-8.947368421052632,28.947789473684214,6.1403572893855562E-01,6.1403572893857439E-01,6.1403572893855574E-01
1.5789473684210513,0.001,1e-06,-8.947368421052632,31.579315789473686,6.0544321137718093E-01,6.0544321137724433E-01,6.0544321137718105E-01
1.5789473684210513,0.001,1e-06,-8.947368421052632,34.210842105263154,5.9804640679524790E-01,5.9804640679527066E-01,5.9804640679524779E-01
1.5789473684210513,0.001,1e-06,-8.947368421052632,36.84236842105263,5.9161831215161587E-01,5.9161831216068139E-01,5.9161831215161587E-01
1.5789473684210513,0.001,1e-06,-8.947368421052632,39.473894736842105,5.8598449097570537E-01,5.8598449097569849E-01,5.8598449097570537E-01
1.5789473684210513,0.001,1e-06,-8.947368421052632,42.10542105263158,5.8100909083065022E-01,5.8100909083064722E-01,5.8100909083065011E-01
1.5789473684210513,0.001,1e-06,-8.947368421052632,44.73694736842105,5.7658497295107380E-01,5.7658497295107380E-01,5.7658497295107358E-01
1.5789473684210513,0.001,1e-06,-8.947368421052632,47.36847368421052,5.7262665343328223E-01,5.7262665343328323E-01,5.7262665343328212E-01
1.5789473684210513,0.001,1e-06,-8.947368421052632,50.0,5.6906518774122516E-01,5.6906517906077292E-01,5.6906518774122505E-01
2.6315789473684212,0.001,1e-06,-8.947368421052632,0.001,9.9997299692295571E-01,9.9820576775280561E-04,9.9997299692295616E-01
2.6315789473684212,0.001,1e-06,-8.947368421052632,2.6325263157894736,9.2993908777672618E-01,9.2993908777684053E-01,9.2993908777672618E-01
2.6315789473684212,0.001,1e-06,-8.947368421052632,5.264052631578948,8.6604118409198405E-01,8.6604118409198283E-01,8.6604118409198427E-01
2.6315789473684212,0.001,1e-06,-8.947368421052632,7.8955789473684215,8.1186724353675466E-01,8.1186724353675166E-01,8.1186724353675466E-01
2.6315789473684212,0.001,1e-06,-8.947368421052632,10.527105263157894,7.6782731446598496E-01,7.6782731446598429E-01,7.6782731446598496E-01
2.6315789473684212,0.001,1e-06,-8.947368421052632,13.158631578947368,7.3260697979470801E-01,7.3260697979456879E-01,7.3260697979470790E-01
2.6315789473684212,0.001,1e-06,-8.947368421052632,15.790157894736842,7.0444984606128647E-01,7.0444984606131711E-01,7.0444984606128647E-01
2.6315789473684212,0.001,1e-06,-8.947368421052632,18.42168421052632,6.8175896409579839E-01,6.8175896410016912E-01,6.8175896409579839E-01
2.6315789473684212,0.001,1e-06,-8.947368421052632,21.05321052631579,6.6325981768021014E-01,6.6325981768020803E-01,6.6325981768021014E-01
2.6315789473684212,0.001,1e-06,-8.947368421052632,23.684736842105263,6.4798573590486930E-01,6.4798573590486952E-01,6.4798573590486941E-01
2.6315789473684212,0.001,1e-06,-8.947368421052632,26.31626315789474,6.3521595638716122E-01,6.3521595638687511E-01,6.3521595638716111E-01
2.6315789473684212,0.001,1e-06,-8.947368421052632,28.947789473684214,6.2441368767369343E-01,6.2441368767371197E-01,6.2441368767369354E-01
2.6315789473684212,0.001,1e-06,-8.947368421052632,31.579315789473686,6.1517653186190513E-01,6.1517653186196830E-01,6.1517653186190513E-01
2.6315789473684212,0.001,1e-06,-8.947368421052632,34.210842105263154,6.0719976870401204E-01,6.0719976870403469E-01,6.0719976870401193E-01
2.6315789473684212,0.001,1e-06,-8.947368421052632,36.84236842105263,6.0024995309859752E-01,6.0024995310767371E-01,6.0024995309859752E-01
2.6315789473684212,0.001,1e-06,-8.947368421052632,39.473894736842105,5.9414608931611446E-01,5.9414608931610768E-01,5.9414608931611457E-01
2.6315789473684212,0.001,1e-06,-8.947368421052632,42.10542105263158,5.8874618529369527E-01,5.8874618529369227E-01,5.8874618529369516E-01
2.6315789473684212,0.001,1e-06,-8.947368421052632,44.73694736842105,5.8393758404581586E-01,5.8393758404581608E-01,5.8393758404581586E-01
2.6315789473684212,0.001,1e-06,-8.947368421052632,47.36847368421052,5.7962994581934479E-01,5.7962994581934568E-01,5.7962994581934468E-01
2.6315789473684212,0.001,1e-06,-8.947368421052632,50.0,5.7575010035172158E-01,5.7575009165989544E-01,5.7575010035172136E-01
3.6842105263157894,0.001,1e-06,-8.947368421052632,0.001,9.9997528697675986E-01,1.3535786459579000E-03,9.9997528697675997E-01
3.6842105263157894,0.001,1e-06,-8.947368421052632,2.6325263157894736,9.3570943220099412E-01,9.3570943220110903E-01,9.3570943220099412E-01
3.6842105263157894,0.001,1e-06,-8.947368421052632,5.264052631578948,8.7622542181055652E-01,8.7622542181055585E-01,8.7622542181055674E-01
3.6842105263157894,0.001,1e-06,-8.947368421052632,7.8955789473684215,8.2463691301407627E-01,8.2463691301409148E-01,8.2463691301407627E-01
3.6842105263157894,0.001,1e-06,-8.947368421052632,10.527105263157894,7.8167603541470798E-01,7.8167603541470754E-01,7.8167603541470787E-01
3.6842105263157894,0.001,1e-06,-8.947368421052632,13.158631578947368,7.4657434783428400E-01,7.4657434783412557E-01,7.4657434783428411E-01
3.6842105263157894,0.001,1e-06,-8.947368421052632,15.790157894736842,7.1801691095189113E-01,7.1801691095192188E-01,7.1801691095189113E-01
3.6842105263157894,0.001,1e-06,-8.947368421052632,18.42168421052632,6.9468506681630837E-01,6.9468506682067854E-01,6.9468506681630815E-01
3.6842105263157894,0.001,1e-06,-8.947368421052632,21.05321052631579,6.7545957327159101E-01,6.7545957327159256E-01,6.7545957327159101E-01
3.6842105263157894,0.001,1e-06,-8.947368421052632,23.684736842105263,6.5945393854846890E-01,6.5945393854846801E-01,6.5945393854846890E-01
3.6842105263157894,0.001,1e-06,-8.947368421052632,26.31626315789474,6.4598574843732959E-01,6.4598574843704326E-01,6.4598574843732981E-01
3.6842105263157894,0.001,1e-06,-8.947368421052632,28.947789473684214,6.3453434743546588E-01,6.3453434743548354E-01,6.3453434743546600E-01
3.6842105263157894,0.001,1e-06,-8.947368421052632,31.579315789473686,6.2470208316779641E-01,6.2470208316785925E-01,6.2470208316779630E-01
3.6842105263157894,0.001,1e-06,-8.947368421052632,34.210842105263154,6.1618337972136950E-01,6.1618337972139181E-01,6.1618337972136938E-01
3.6842105263157894,0.001,1e-06,-8.947368421052632,36.84236842105263,6.0874137928184413E-01,6.0874137929093064E-01,6.0874137928184402E-01
3.6842105263157894,0.001,1e-06,-8.947368421052632,39.473894736842105,6.0219069152850702E-01,6.0219069152850002E-01,6.0219069152850702E-01
3.6842105263157894,0.001,1e-06,-8.947368421052632,42.10542105263158,5.9638474293049071E-01,5.9638474293048771E-01,5.9638474293049049E-01
3.6842105263157894,0.001,1e-06,-8.947368421052632,44.73694736842105,5.9120649071225162E-01,5.9120649071225173E-01,5.9120649071225162E-01
3.6842105263157894,0.001,1e-06,-8.947368421052632,47.36847368421052,5.8656157111550833E-01,5.8656157111550933E-01,5.8656157111550822E-01
3.6842105263157894,0.001,1e-06,-8.947368421052632,50.0,5.8237320594873732E-01,5.8237319724552306E-01,5.8237320594873720E-01
4.7368421052631575,0.001,1e-06,-8.947368421052632,0.001,9.9997722460095517E-01,2.5856802780819838E-02,9.9997722460095528E-01
4.7368421052631575,0.001,1e-06,-8.947368421052632,2.6325263157894736,9.4062611160727183E-01,9.4062611160738618E-01,9.4062611160727183E-01
4.7368421052631575,0.001,1e-06,-8.947368421052632,5.264052631578948,8.8505955734153940E-01,8.8505955733855002E-01,8.8505955734153940E-01
4.7368421052631575,0.001,1e-06,-8.947368421052632,7.8955789473684215,8.3596338184612984E-01,8.3596338184614494E-01,8.3596338184612995E-01
4.7368421052631575,0.001,1e-06,-8.947368421052632,10.527105263157894,7.9422721010849096E-01,7.9422721010849040E-01,7.9422721010849096E-01
4.7368421052631575,0.001,1e-06,-8.947368421052632,13.158631578947368,7.5946872324128289E-01,7.5946872324114179E-01,7.5946872324128278E-01
4.7368421052631575,0.001,1e-06,-8.947368421052632,15.790157894736842,7.3072964684786701E-01,7.3072964684789765E-01,7.3072964684786712E-01
4.7368421052631575,0.001,1e-06,-8.947368421052632,18.42168421052632,7.0694010936488416E-01,7.0694010936925933E-01,7.0694010936488416E-01
4.7368421052631575,0.001,1e-06,-8.947368421052632,21.05321052631579,6.8713262383539064E-01,6.8713262383539675E-01,6.8713262383539064E-01
4.7368421052631575,0.001,1e-06,-8.947368421052632,23.684736842105263,6.7050633431784445E-01,6.7050633431784601E-01,6.7050633431784434E-01
4.7368421052631575,0.001,1e-06,-8.947368421052632,26.31626315789474,6.5642432911628890E-01,6.5642432911600213E-01,6.5642432911628890E-01
4.7368421052631575,0.001,1e-06,-8.947368421052632,28.947789473684214,6.4438845834254732E-01,6.4438845834256631E-01,6.4438845834254743E-01
4.7368421052631575,0.001,1e-06,-8.947368421052632,31.579315789473686,6.3401084266113883E-01,6.3401084266120245E-01,6.3401084266113894E-01
4.7368421052631575,0.001,1e-06,-8.947368421052632,34.210842105263154,6.2498882991623805E-01,6.2498882991626004E-01,6.2498882991623805E-01
4.7368421052631575,0.001,1e-06,-8.947368421052632,36.84236842105263,6.1708493567924005E-01,6.1708493568833711E-01,6.1708493567924017E-01
4.7368421052631575,0.001,1e-06,-8.947368421052632,39.473894736842105,6.1011141748723685E-01,6.1011141748722986E-01,6.1011141748723685E-01
4.7368421052631575,0.001,1e-06,-8.947368421052632,42.10542105263158,6.0391862021203790E-01,6.0391862021203480E-01,6.0391862021203768E-01
4.7368421052631575,0.001,1e-06,-8.947368421052632,44.73694736842105,5.9838622293445864E-01,5.9838622293445887E-01,5.9838622293445842E-01
4.7368421052631575,0.001,1e-06,-8.947368421052632,47.36847368421052,5.9341666220946676E-01,5.9341666220946776E-01,5.9341666220946676E-01
4.7368421052631575,0.001,1e-06,-8.947368421052632,50.0,5.8893017076680076E-01,5.8893016205218396E-01,5.8893017076680065E-01
5.789473684210526,0.001,1e-06,-8.947368421052632,0.001,9.9997888531794221E-01,6.8454094203597949E-03,9.9997888531794255E-01
5.789473684210526,0.001,1e-06,-8.947368421052632,2.6325263157894736,9.4486356663070359E-01,9.4486356663081739E-01,9.4486356663070370E-01
5.789473684210526,0.001,1e-06,-8.947368421052632,5.264052631578948,8.9278412450162614E-01,8.9278412449863354E-01,8.9278412450162614E-01
5.789473684210526,0.001,1e-06,-8.947368421052632,7.8955789473684215,8.4605412249140977E-01,8.4605412249142542E-01,8.4605412249140988E-01
5.789473684210526,0.001,1e-06,-8.947368421052632,10.527105263157894,8.0562159055816152E-01,8.0562159055813509E-01,8.0562159055816152E-01
5.789473684210526,0.001,1e-06,-8.947368421052632,13.158631578947368,7.7137225937807119E-01,7.7137225937793141E-01,7.7137225937807130E-01
5.789473684210526,0.001,1e-06,-8.947368421052632,15.790157894736842,7.4263039449223101E-01,7.4263039449226143E-01,7.4263039449223089E-01
5.789473684210526,0.001,1e-06,-8.947368421052632,18.42168421052632,7.1854251712477135E-01,7.1854251712915163E-01,7.1854251712477135E-01
5.789473684210526,0.001,1e-06,-8.947368421052632,21.05321052631579,6.9828403790049187E-01,6.9828403790049043E-01,6.9828403790049209E-01
5.789473684210526,0.001,1e-06,-8.947368421052632,23.684736842105263,6.8114096205981267E-01,6.8114096205981822E-01,6.8114096205981278E-01
5.789473684210526,0.001,1e-06,-8.947368421052632,26.31626315789474,6.6652630752137487E-01,6.6652630752137498E-01,6.6652630752137487E-01
5.789473684210526,0.001,1e-06,-8.947368421052632,28.947789473684214,6.5396918338493781E-01,6.5396918338495691E-01,6.5396918338493792E-01
5.789473684210526,0.001,1e-06,-8.947368421052632,31.579315789473686,6.4309558930428901E-01,6.4309558930435273E-01,6.4309558930428923E-01
5.789473684210526,0.001,1e-06,-8.947368421052632,34.210842105263154,6.3360906103541659E-01,6.3360906103543935E-01,6.3360906103541659E-01
5.789473684210526,0.001,1e-06,-8.947368421052632,36.84236842105263,6.2527398918837540E-01,6.2527398919748267E-01,6.2527398918837551E-01
5.789473684210526,0.001,1e-06,-8.947368421052632,39.473894736842105,6.1790216670450993E-01,6.1790216670450282E-01,6.1790216670450993E-01
5.789473684210526,0.001,1e-06,-8.947368421052632,42.10542105263158,6.1134227415929854E-01,6.1134227415929532E-01,6.1134227415929820E-01
5.789473684210526,0.001,1e-06,-8.947368421052632,44.73694736842105,6.0547177781578931E-01,6.0547177781578920E-01,6.0547177781578920E-01
5.789473684210526,0.001,1e-06,-8.947368421052632,47.36847368421052,6.0019071880956443E-01,6.0019071880956554E-01,6.0019071880956432E-01
5.789473684210526,0.001,1e-06,-8.947368421052632,50.0,5.9541695176821541E-01,5.9541694304218140E-01,5.9541695176821519E-01
6.842105263157894,0.001,1e-06,-8.947368421052632,0.001,9.9998032451070140E-01,6.7806432786495143E-03,9.9998032451070173E-01
6.842105263157894,0.001,1e-06,-8.947368421052632,2.6325263157894736,9.4855217759265598E-01,9.4855217759277066E-01,9.4855217759265598E-01
6.842105263157894,0.001,1e-06,-8.947368421052632,5.264052631578948,8.9958820335795142E-01,8.9958820335495449E-01,8.9958820335795153E-01
6.842105263157894,0.001,1e-06,-8.947368421052632,7.8955789473684215,8.5508373896521461E-01,8.5508373896522871E-01,8.5508373896521461E-01
6.842105263157894,0.001,1e-06,-8.947368421052632,10.527105263157894,8.1598694661405757E-01,8.1598694661405702E-01,8.1598694661405746E-01
6.842105263157894,0.001,1e-06,-8.947368421052632,13.158631578947368,7.8236586487090509E-01,7.8236586487076543E-01,7.8236586487090531E-01
6.842105263157894,0.001,1e-06,-8.947368421052632,15.790157894736842,7.5376510752024095E-01,7.5376510752027059E-01,7.5376510752024084E-01
6.842105263157894,0.001,1e-06,-8.947368421052632,18.42168421052632,7.2951551610425769E-01,7.2951551610864307E-01,7.2951551610425736E-01
6.842105263157894,0.001,1e-06,-8.947368421052632,21.05321052631579,7.0892336454991056E-01,7.0892336454990912E-01,7.0892336454991056E-01
6.842105263157894,0.001,1e-06,-8.947368421052632,23.684736842105263,6.9135957164852480E-01,6.9135957164852524E-01,6.9135957164852480E-01
6.842105263157894,0.001,1e-06,-8.947368421052632,26.31626315789474,6.7628921332943803E-01,6.7628921332915359E-01,6.7628921332943803E-01
6.842105263157894,0.001,1e-06,-8.947368421052632,28.947789473684214,6.6327193386723171E-01,6.6327193386725003E-01,6.6327193386723182E-01
6.842105263157894,0.001,1e-06,-8.947368421052632,31.579315789473686,6.5195081954895018E-01,6.5195081954901402E-01,6.5195081954895029E-01
6.842105263157894,0.001,1e-06,-8.947368421052632,34.210842105263154,6.4203832672022043E-01,6.4203832672024330E-01,6.4203832672022043E-01
6.842105263157894,0.001,1e-06,-8.947368421052632,36.84236842105263,6.3330291292262075E-01,6.3330291293173935E-01,6.3330291292262075E-01
6.842105263157894,0.001,1e-06,-8.947368421052632,39.473894736842105,6.2555761541109889E-01,6.2555761541109123E-01,6.2555761541109867E-01
6.842105263157894,0.001,1e-06,-8.947368421052632,42.10542105263158,6.1865076592802359E-01,6.1865076592802015E-01,6.1865076592802337E-01
6.842105263157894,0.001,1e-06,-8.947368421052632,44.73694736842105,6.1245862619692004E-01,6.1245862619691993E-01,6.1245862619691971E-01
6.842105263157894,0.001,1e-06,-8.947368421052632,47.36847368421052,6.0687961520237088E-01,6.0687961520237188E-01,6.0687961520237077E-01
6.842105263157894,0.001,1e-06,-8.947368421052632,50.0,6.0182980453280444E-01,6.0182979579533913E-01,6.0182980453280421E-01
7.894736842105264,0.001,1e-06,-8.947368421052632,0.001,9.9998158371637513E-01,1.7840291645334133E-01,9.9998158371637547E-01
7.894736842105264,0.001,1e-06,-8.947368421052632,2.6325263157894736,9.5179123028839152E-01,9.5179123028850632E-01,9.5179123028839152E-01
7.894736842105264,0.001,1e-06,-8.947368421052632,5.264052631578948,9.0562181202001080E-01,9.0562181201699532E-01,9.0562181202001080E-01
7.894736842105264,0.001,1e-06,-8.947368421052632,7.8955789473684215,8.6319886152095548E-01,8.6319886152097003E-01,8.6319886152095560E-01
7.894736842105264,0.001,1e-06,-8.947368421052632,10.527105263157894,8.2543767391317779E-01,8.2543767391317702E-01,8.2543767391317768E-01
7.894736842105264,0.001,1e-06,-8.947368421052632,13.158631578947368,7.9252709250225761E-01,7.9252709250211772E-01,7.9252709250225783E-01
7.894736842105264,0.001,1e-06,-8.947368421052632,15.790157894736842,7.6418132923771487E-01,7.6418132923774562E-01,7.6418132923771487E-01
7.894736842105264,0.001,1e-06,-8.947368421052632,18.42168421052632,7.3988567531670235E-01,7.3988567532109251E-01,7.3988567531670224E-01
7.894736842105264,0.001,1e-06,-8.947368421052632,21.05321052631579,7.1906369949779336E-01,7.1906369949779203E-01,7.1906369949779347E-01
7.894736842105264,0.001,1e-06,-8.947368421052632,23.684736842105263,7.0116705951912506E-01,7.0116705951912550E-01,7.0116705951912517E-01
7.894736842105264,0.001,1e-06,-8.947368421052632,26.31626315789474,6.8571316684946026E-01,6.8571316684946715E-01,6.8571316684946004E-01
7.894736842105264,0.001,1e-06,-8.947368421052632,28.947789473684214,6.7229418119386963E-01,6.7229418119389051E-01,6.7229418119386986E-01
7.894736842105264,0.001,1e-06,-8.947368421052632,31.579315789473686,6.6057264269785421E-01,6.6057264269791793E-01,6.6057264269785432E-01
7.894736842105264,0.001,1e-06,-8.947368421052632,34.210842105263154,6.5027213647946858E-01,6.5027213647949134E-01,6.5027213647946869E-01
7.894736842105264,0.001,1e-06,-8.947368421052632,36.84236842105263,6.4116705817000264E-01,6.4116705817913200E-01,6.4116705817000275E-01
7.894736842105264,0.001,1e-06,-8.947368421052632,39.473894736842105,6.3307320443562698E-01,6.3307320443561887E-01,6.3307320443562698E-01
7.894736842105264,0.001,1e-06,-8.947368421052632,42.10542105263158,6.2583975757652943E-01,6.2583975757652566E-01,6.2583975757652943E-01
7.894736842105264,0.001,1e-06,-8.947368421052632,44.73694736842105,6.1934271422509735E-01,6.1934271422509701E-01,6.1934271422509712E-01
7.894736842105264,0.001,1e-06,-8.947368421052632,47.36847368421052,6.1347960425875692E-01,6.1347960425875780E-01,6.1347960425875681E-01
7.894736842105264,0.001,1e-06,-8.947368421052632,50.0,6.0816528834508388E-01,6.0816527959617261E-01,6.0816528834508388E-01
8.94736842105263,0.001,1e-06,-8.947368421052632,0.001,9.9998269469858414E-01,4.0951452568867164E-03,9.9998269469858436E-01
8.94736842105263,0.001,1e-06,-8.947368421052632,2.6325263157894736,9.5465759479401446E-01,9.5465759479252077E-01,9.5465759479401446E-01
8.94736842105263,0.001,1e-06,-8.947368421052632,5.264052631578948,9.1100509273310470E-01,9.1100509273009911E-01,9.1100509273310470E-01
8.94736842105263,0.001,1e-06,-8.947368421052632,7.8955789473684215,8.7052266170303327E-01,8.7052266170305159E-01,8.7052266170303294E-01
8.94736842105263,0.001,1e-06,-8.947368421052632,10.527105263157894,8.3407526875824700E-01,8.3407526875824634E-01,8.3407526875824678E-01
8.94736842105263,0.001,1e-06,-8.947368421052632,13.158631578947368,8.0192887403672275E-01,8.0192887403658253E-01,8.0192887403672286E-01
8.94736842105263,0.001,1e-06,-8.947368421052632,15.790157894736842,7.7392667449344865E-01,7.7392667449347929E-01,7.7392667449344865E-01
8.94736842105263,0.001,1e-06,-8.947368421052632,18.42168421052632,7.4968168594692974E-01,7.4968168595131035E-01,7.4968168594692963E-01
8.94736842105263,0.001,1e-06,-8.947368421052632,21.05321052631579,7.2872083995052561E-01,7.2872083995052417E-01,7.2872083995052550E-01
8.94736842105263,0.001,1e-06,-8.947368421052632,23.684736842105263,7.1057092479061912E-01,7.1057092479061967E-01,7.1057092479061923E-01
8.94736842105263,0.001,1e-06,-8.947368421052632,26.31626315789474,6.9480054278053460E-01,6.9480054278024661E-01,6.9480054278053471E-01
8.94736842105263,0.001,1e-06,-8.947368421052632,28.947789473684214,6.8103525420521838E-01,6.8103525420524225E-01,6.8103525420521838E-01
8.94736842105263,0.001,1e-06,-8.947368421052632,31.579315789473686,6.6895866124554859E-01,6.6895866124561287E-01,6.6895866124554870E-01
8.94736842105263,0.001,1e-06,-8.947368421052632,34.210842105263154,6.5830718666216226E-01,6.5830718666218502E-01,6.5830718666216226E-01
8.94736842105263,0.001,1e-06,-8.947368421052632,36.84236842105263,6.4886271591009970E-01,6.4886271591923972E-01,6.4886271591009970E-01
8.94736842105263,0.001,1e-06,-8.947368421052632,39.473894736842105,6.4044511898628698E-01,6.4044511898627987E-01,6.4044511898628675E-01
8.94736842105263,0.001,1e-06,-8.947368421052632,42.10542105263158,6.3290550265759637E-01,6.3290550265759227E-01,6.3290550265759615E-01
8.94736842105263,0.001,1e-06,-8.947368421052632,44.73694736842105,6.2612046024516410E-01,6.2612046024516332E-01,6.2612046024516388E-01
8.94736842105263,0.001,1e-06,-8.947368421052632,47.36847368421052,6.1998731790055284E-01,6.1998731790055328E-01,6.1998731790055284E-01
8.94736842105263,0.001,1e-06,-8.947368421052632,50.0,6.1442026859797050E-01,6.1442025983759874E-01,6.1442026859797039E-01
10.0,0.001,1e-06,-8.947368421052632,0.001,9.9998368216230216E-01,2.8113636061913128E-02,9.9998368216230238E-01
10.0,0.001,1e-06,-8.947368421052632,2.6325263157894736,9.5721167169670984E-01,9.5721167169682508E-01,9.5721167169670984E-01
10.0,0.001,1e-06,-8.947368421052632,5.264052631578948,9.1583514312939318E-01,9.1583514312939185E-01,9.1583514312939329E-01
10.0,0.001,1e-06,-8.947368421052632,7.8955789473684215,8.7715879544156705E-01,8.7715879544158193E-01,8.7715879544156727E-01
10.0,0.001,1e-06,-8.947368421052632,10.527105263157894,8.4198926360866666E-01,8.4198926360866599E-01,8.4198926360866666E-01
10.0,0.001,1e-06,-8.947368421052632,13.158631578947368,8.1063886511036043E-01,8.1063886511019800E-01,8.1063886511036032E-01
10.0,0.001,1e-06,-8.947368421052632,15.790157894736842,7.8304773714343801E-01,7.8304773714346887E-01,7.8304773714343778E-01
10.0,0.001,1e-06,-8.947368421052632,18.42168421052632,7.5893336991016314E-01,7.5893336991456284E-01,7.5893336991016314E-01
10.0,0.001,1e-06,-8.947368421052632,21.05321052631579,7.3791254229465642E-01,7.3791254229465464E-01,7.3791254229465642E-01
10.0,0.001,1e-06,-8.947368421052632,23.684736842105263,7.1958076164746565E-01,7.1958076164746598E-01,7.1958076164746554E-01
