alpha,beta,delta,mpmath,scipy,gnp
58.65224616422631,17.71766397877902,45.54033314863393,1.6318500842365751E-56,NAN,1.6318500842366009E-56
83.96862067629063,22.21432769636165,19.81914149654371,6.5039748555953041E-28,NAN,6.5039748555953121E-28
72.64763455762673,24.457173949260767,49.56231660982094,2.5196018712559898E-208,NAN,1.0414012269280247E-93
36.50136134359238,17.709424299488326,93.69696169705774,2.6184602842983769E-204,NAN,0.0000000000000000E+00
44.840182538139075,9.003919513217774,82.17640532289973,8.2741285765269497E-35,NAN,0.0000000000000000E+00
36.770589269430964,9.714633249924463,75.13627581064563,6.6622805603284828E-45,NAN,0.0000000000000000E+00
10.974356666005665,9.695493980280673,94.24914574735975,3.5258086015910930E-283,0.0000000000000000E+00,2.4702157761758435E-241
20.32495116719557,18.91149666712765,92.1669920060895,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00
28.381365087924163,4.429454754478866,55.304242246928865,2.7923280619671943E-10,NAN,2.9917986011603462E-169
31.41407542633462,13.868325510445697,69.17288571126606,2.2092280035100164E-99,NAN,0.0000000000000000E+00
31.30547283413495,13.14850882927479,35.26851995707938,1.2884971803165653E-46,NAN,1.2884971803165799E-46
57.67039492557895,47.72989530365662,53.83307923055256,0.0000000000000000E+00,NAN,0.0000000000000000E+00
97.16902587199985,64.14060558633679,92.06557633784617,0.0000000000000000E+00,NAN,0.0000000000000000E+00
77.46663882823827,31.62386451825586,50.76247932571622,1.1065578047505265E-268,NAN,2.5627823749016415E-151
79.11360368333236,62.35088686271444,42.12727009924543,0.0000000000000000E+00,NAN,0.0000000000000000E+00
75.92709078545745,45.93138645072195,65.8145730319502,0.0000000000000000E+00,NAN,0.0000000000000000E+00
59.699176064645116,12.533386752070209,46.5074360028881,4.7963453349781985E-29,NAN,4.7963453349782377E-29
91.7693080248341,72.68522883523197,9.508420039146804,5.2065146919770486E-168,0.0000000000000000E+00,4.1137441610975807E-150
68.96332591455266,32.11665130951106,37.89464675053797,2.1159713409246915E-153,NAN,4.3087038096430219E-133
50.036142717256354,44.34085879154079,13.586161265749242,2.2348589900024930E-176,6.0420014009042738E-161,6.2971085504648237E-161
7.709303766245375,5.125902451100226,91.46245350097745,7.2015289265808733E-80,7.2604395870774746E-80,7.2015289265810396E-80
48.845434259325295,7.4168770785771985,74.08848854593994,3.2775617529318780E-132,NAN,2.5679426213981409E-160
21.283886703038092,16.09407368323999,43.931610247621,7.7307867039445763E-143,0.0000000000000000E+00,7.7317552206215338E-143
13.270497058381176,7.710733952175849,7.078618986271694,1.7610785997092905E-09,1.7610785994835232E-09,1.7610785997092947E-09
50.606986188014766,27.40349573569773,11.303685614260669,8.1511568672888136E-42,8.2503333532189761E-42,8.1511568672888786E-42
78.5087441744033,32.96567091453628,26.242297795557942,2.9956438227973626E-125,NAN,4.1553935837281016E-85
29.501349274109142,19.546545677125334,52.42904497114735,3.0238680554902169E-186,NAN,8.0155924689408989E-287
76.87740721915674,4.932701119783328,10.618518337213532,3.3334704117626825E-02,NAN,3.3334704117626873E-02
52.56342668670224,26.482815513203807,36.28898864275055,7.8631607327769013E-172,NAN,2.7109739146477870E-115
14.905653289047883,13.931355775923278,18.109513265749516,7.4232924701888035E-78,7.4656716381064975E-78,7.4232924701889090E-78
96.49680943022959,19.82598385783254,10.40784475142321,2.9677419377741795E-11,NAN,2.9677419377741847E-11
40.164220752627855,5.532194346645545,12.072439586378211,1.1849011719007774E-03,1.1849011719008017E-03,1.1849011719007787E-03
29.524130332013915,12.12553977354274,12.058610226835986,1.1570532862277247E-15,1.1571358146315671E-15,1.1570532862277284E-15
84.69999006500232,43.99922420287643,83.14356988222498,0.0000000000000000E+00,NAN,0.0000000000000000E+00
12.446908791215467,4.6896564638373635,18.011205553570747,4.5968198152548791E-09,4.5968200047519362E-09,4.5968198152548816E-09
73.35931251690927,35.50393737773254,11.145506145806666,1.2613702268876589E-46,NAN,1.2613702268876661E-46
18.783286431804267,12.665922998719614,83.08295475772711,2.1087063607787142E-186,NAN,0.0000000000000000E+00
39.249785109482225,31.093405463321314,96.1011416493372,0.0000000000000000E+00,NAN,0.0000000000000000E+00
23.190755946335383,1.2172434460368178,73.42304667254112,1.5137388737146502E-02,NAN,0.0000000000000000E+00
84.122958041246,32.130662006075205,7.297165803841584,2.5588891650798029E-22,2.5690316212368044E-22,2.5588891650798316E-22
39.00806511943423,24.145697961011056,13.523623321411813,1.9052848309005310E-51,1.9315277310434096E-51,1.9052848309005479E-51
97.46930659541604,2.1320269594368177,14.55323393258796,2.0502421026077527E-01,NAN,2.0502421026077466E-01
62.52652318002625,59.29375772256254,9.78273504677225,2.5593695919599553E-189,7.5876162578986280E-184,7.8192275165266824E-184
69.36258984745682,44.429467154578354,48.055051102635865,0.0000000000000000E+00,NAN,0.0000000000000000E+00
52.152990688119615,25.29595631912364,5.592722162748048,6.0112870515090695E-18,6.0116082764748251E-18,6.0112870515091018E-18
30.89751093936004,13.854989966046759,79.49198702242956,1.0567416656359016E-126,NAN,0.0000000000000000E+00
39.55624654882182,5.852867497222833,41.07470015153242,1.1145511031551952E-09,NAN,7.5272923093887329E-11
94.0934778320025,6.315788814571979,19.528258341233173,1.9966472724471107E-03,NAN,1.9966472724471124E-03
20.12111886926572,13.694529559987197,9.30352934561973,7.8099853857817057E-24,7.8101168480025762E-24,7.8099853857817380E-24
98.82190190312001,91.22626940305716,56.91507368204341,0.0000000000000000E+00,NAN,0.0000000000000000E+00
75.83082789451984,60.04161840385301,77.80844678149495,0.0000000000000000E+00,NAN,0.0000000000000000E+00
35.97933286233453,0.8063481650298615,58.27616903561441,1.5239258008916043E-01,NAN,4.2119965764621330E-111
64.15171743697083,2.559046969976538,23.762796948095275,5.9656485632945323E-02,NAN,5.9656485632945268E-02
38.098772947769454,19.530695172018724,80.29047913763117,1.0023626655992144E-190,NAN,0.0000000000000000E+00
38.14991177105936,21.86438577386508,51.446362887669686,1.5838433546634645E-193,NAN,3.3718650379498819E-196
50.38079121650276,30.53749594625342,58.52770002302925,8.1219485924312122E-278,NAN,2.3022236542968459E-280
1.6732654407160727,1.4645636869342045,90.77325597263496,3.1880032999702138E-36,3.1881135945935734E-36,3.1880032999702432E-36
49.35766242277967,44.27728102084983,67.530590702758,0.0000000000000000E+00,NAN,0.0000000000000000E+00
97.15986974627536,96.02463847991534,11.666796638167948,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00
28.54723741332906,9.533892586352048,69.44788713102346,9.7974841266974436E-52,NAN,0.0000000000000000E+00
74.82204768970215,35.06211933894357,29.040106142686263,2.0281122053443084E-122,NAN,1.7272157107473401E-112
44.27944621815943,43.953640457813236,79.00112433960442,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00
20.92889498073593,14.649432644565268,56.24025875843781,3.1824165967209925E-157,NAN,1.2971818768622011E-148
90.50035207924213,5.277984623210282,54.06889845466112,2.2399490640518296E-05,NAN,2.2399490640518329E-05
1.683711640736619,1.5300434709757824,14.13624520470745,8.2714442523351943E-08,8.2714443377983014E-08,8.2714442523351903E-08
30.351589151024466,18.70991513870277,2.713182330362646,1.7326662327363361E-09,1.7326662328614551E-09,1.7326662327363407E-09
99.90258920651142,19.413553390780706,97.48169426866508,4.9195664687642747E-83,NAN,4.8825322514357917E-83
26.21541747220276,9.123846029616264,3.0367661061935496,8.1630393259530208E-04,8.1630393259530490E-04,8.1630393259530241E-04
84.90460314140535,49.032745684673436,5.181642840401176,2.7108265586512668E-37,2.7268529458218993E-37,2.7108265586512689E-37
60.56870918242176,39.51871518500319,45.85240135282129,0.0000000000000000E+00,NAN,9.2501552462950920E-295
80.60376471700484,33.12065263414704,93.73876742025804,0.0000000000000000E+00,NAN,0.0000000000000000E+00
63.03214522659238,46.88774568036937,54.14444308032419,0.0000000000000000E+00,NAN,0.0000000000000000E+00
36.270323008927775,19.3234089383842,99.22350508639269,4.8045248061933824E-277,NAN,0.0000000000000000E+00
76.07911766956367,74.08647552639167,71.59437765375228,0.0000000000000000E+00,NAN,0.0000000000000000E+00
2.6494284058483295,2.2594035887011663,82.06710489386938,2.4348571468961558E-47,2.4370385143468375E-47,2.4348571468961602E-47
44.681848360493454,6.737859653334101,81.93113969942658,2.8522075731437060E-20,NAN,0.0000000000000000E+00
37.186085132440724,3.862946898752791,94.30068426275301,3.6444430194236485E-10,NAN,0.0000000000000000E+00
47.7079234897293,40.68639219507066,96.89267970415241,0.0000000000000000E+00,NAN,0.0000000000000000E+00
12.762941028920464,7.753680813604996,32.76561776374393,1.4040593112193006E-39,1.4123542559663165E-39,1.4040593112193176E-39
22.2514640877613,21.701210287546786,70.83487869082886,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00
56.20559695838084,24.503566843969303,50.84095769441197,1.0426617826623361E-131,NAN,1.2219431711461521E-126
38.777523796479734,6.977618968264709,97.87625772763866,4.4486305831199433E-29,NAN,0.0000000000000000E+00
79.16582890282847,3.0015225032452064,59.13033673819485,4.7371958555349376E-03,NAN,4.7371958555349446E-03
60.51405379116216,46.47767089204886,40.00361602112213,0.0000000000000000E+00,NAN,0.0000000000000000E+00
86.12680721201463,7.264873143341311,3.376521786691599,7.5059484141318814E-02,7.5059484141316996E-02,7.5059484141318786E-02
73.23635137172313,47.136039655544295,72.89502725817931,0.0000000000000000E+00,NAN,0.0000000000000000E+00
60.18274295240874,33.90794917315909,1.2677046783946577,1.3636799700910569E-07,1.3636799700830027E-07,1.3636799700910612E-07
28.762272603997374,21.25788458200339,64.85410291797807,4.8056589454122995E-266,NAN,0.0000000000000000E+00
78.27626403214893,73.81478942097509,26.499499057420678,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00
25.12750654953001,5.95643641468481,67.55915563942064,3.9213209179793223E-23,NAN,0.0000000000000000E+00
7.522035970328629,3.6304270499677025,99.18199645919066,1.7516793172246327E-42,0.0000000000000000E+00,1.7516793172246458E-42
96.28649497974433,72.31683329794977,34.850277285716004,0.0000000000000000E+00,NAN,0.0000000000000000E+00
54.00158049844182,10.959807189363355,55.71838049190333,2.2675375770074756E-29,NAN,1.0131291545789951E-30
77.38965586068359,7.183896037398554,55.63355965200653,1.3256880650510869E-111,NAN,5.3908471212141010E-10
52.922751540228376,7.342869866121899,16.288255960104646,2.2236092844899803E-05,NAN,2.2236092844899841E-05
61.15836145745177,56.927707940041074,73.79105824230759,0.0000000000000000E+00,NAN,0.0000000000000000E+00
3.390191159400107,2.6743399307406284,70.3069362381861,4.1410531986360457E-42,4.1451497974866400E-42,4.1410531986360719E-42
18.6801811417015,3.7549037539030596,77.13964848704879,8.6695490015867322E-15,NAN,0.0000000000000000E+00
67.46926485408231,1.1373935188366961,22.082193453318244,2.5763117642504502E-01,NAN,2.5763117642504513E-01
57.05688923065187,36.37624165006288,6.7743827196700375,9.1400604395488384E-41,9.1868735534385110E-41,9.1400604395489393E-41
15.85634484363728,5.10991431010574,39.37323856686249,1.6736991107255120E-16,1.6761867368110815E-16,1.6736991107255243E-16
95.20297484334975,21.75375641673523,11.724503491583771,7.6975850554891598E-15,NAN,7.6975850554891646E-15
15.436208901107882,3.089657948552721,27.67704282007335,1.6122277123313245E-05,1.6122277123313503E-05,1.6122277123313242E-05
51.03081467061879,24.1008797362848,1.6979472842453391,3.0068638811510930E-06,3.0068638808908866E-06,3.0068638811510989E-06
14.401143499050747,4.933355820569925,40.22548994535297,2.8598163017481873E-17,2.8636885309624702E-17,2.8598163017481953E-17
71.73745523889737,67.38563575521356,36.06838721079502,0.0000000000000000E+00,NAN,0.0000000000000000E+00
27.632025096501177,15.632975768314784,32.623729604396885,4.8974189598423379E-71,NAN,4.8974189598424449E-71
13.414263378203204,12.063794383605048,38.556596272996416,1.2717564815702936E-135,7.8420870548346379E-129,7.7739838908025521E-129
4.599672079870896,4.249128255361211,4.025627307968122,1.0518651397748044E-06,1.0518651397747390E-06,1.0518651397748049E-06
17.484378954224464,15.72426542895265,43.498139883717336,1.1030386650810282E-189,0.0000000000000000E+00,2.1693874291634343E-188
19.180679873639917,9.558668789536718,65.3718078428109,1.6489784278094096E-120,NAN,0.0000000000000000E+00
53.697670985099684,31.31234622258536,32.42171907025301,6.3727550112215529E-175,NAN,2.2840126363552865E-144
45.10443757825294,24.094356826433945,56.666527800866575,6.1706333503052373E-202,NAN,1.3277142912037546E-204
95.72947943098649,2.031662316950402,80.21406904161549,3.1455370223233081E-02,NAN,3.1455370223233123E-02
95.41517953532738,90.21669697693453,52.51073470828657,0.0000000000000000E+00,NAN,0.0000000000000000E+00
79.65481450073257,12.090658715655982,92.68627320738219,2.1436994673878431E-39,NAN,1.0077392409461697E-77
67.15909181043635,37.16241621124761,77.07509256390082,0.0000000000000000E+00,NAN,0.0000000000000000E+00
84.50246413374308,57.65455764634056,55.73610689826006,0.0000000000000000E+00,NAN,0.0000000000000000E+00
93.87524409615997,73.76092419487496,8.371931976558432,2.9047369375785016E-136,0.0000000000000000E+00,1.1644490918800156E-132
2.262750270971388,1.2267245655691965,46.871141374811444,3.0626856284525871E-09,3.0626856269476354E-09,3.0626856284525945E-09
11.811404609858718,7.545510993031734,3.447089123428249,7.8049123444007892E-06,7.8049123443753393E-06,7.8049123444007994E-06
36.02702820447963,29.7747226666279,95.56566809584506,0.0000000000000000E+00,NAN,0.0000000000000000E+00
9.359591717406929,6.020475945139594,4.616476985364073,3.6217762804142374E-06,3.6217762804029875E-06,3.6217762804142471E-06
59.95284778085466,39.95906057694734,20.805019394635494,1.6173879123591198E-158,NAN,2.3094925757080302E-140
26.037161870588516,22.21865460790634,18.289670927821046,9.6561917071246225E-114,2.2083634377800067E-101,2.1738324249691396E-101
26.434708573503418,1.9631694973390983,86.12564421622848,1.9571939112649446E-04,NAN,0.0000000000000000E+00
28.83351053679791,14.949714128230063,90.76722409093469,1.6649264807517689E-237,NAN,0.0000000000000000E+00
9.77246804278142,0.2687323141133348,72.60528183546636,2.3195289945546835E-01,NAN,2.3195289945546813E-01
74.09470437936265,11.268574489946499,85.34374155745512,3.7147052864670030E-34,NAN,4.9963851074466410E-63
65.06759228753542,1.916201642660579,26.044358197775743,1.1268776275876576E-01,NAN,1.1268776275876582E-01
60.6512025560356,52.49416249337036,89.53805662028999,0.0000000000000000E+00,NAN,0.0000000000000000E+00
3.4055241821952653,1.1240911364340926,10.115032547957364,2.5121116908988605E-02,2.5121116908988671E-02,2.5121116908988623E-02
